CHR,POS1,POS2,PHENE,PHENE_CATEGORY,SINGLE_GENE_TRAIT_OR_DISORDER,DISEASE_RELATED,GENE_SYMBOL,GENE_DESCRIPTION,PHENE_URL,GENE_DETAILS_URL,BREEDS
,,,Phagocytosis index,Immune system phene,unknown,yes,,,https://www.omia.org/OMIA000797/9823/,,
,,,Pityriasis rosea,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA000801/9823/,,
,,,Polydactyly with otocephalic monster,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000811/9823/,,
,,,Polysaccharide storage myopathy/PSSM1/Exertional rhabdomyolysis,Muscle phene,unknown,yes,,,https://www.omia.org/OMIA001158/9823/,,
,,,Porphyria cutanea tarda,Homeostasis / metabolism phene,unknown,yes,,,https://www.omia.org/OMIA001176/9823/,,
,,,"Porphyria, congenital erythropoietic",Integument (skin) phene,yes,yes,,,https://www.omia.org/OMIA001175/9823/,,
,,,"Porphyria, unclassified",Homeostasis / metabolism phene,yes,yes,,,https://www.omia.org/OMIA000815/9823/,,
,,,Portosystemic shunt,Haematopoietic system phene,unknown,yes,,,https://www.omia.org/OMIA000817/9823/,,
,,,Progressive cerebellar abiotrophy,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000826/9823/,,
,,,Progressive myopathy,Muscle phene,yes,yes,,,https://www.omia.org/OMIA000829/9823/,,
25,9935961,9933492,Protamine-2 deficiency,Normal phene,yes,yes,PRM2,protamine 2,https://www.omia.org/OMIA000834/9823/,https://www.omia.org/gene281424/,
,,,Recumbent piglet trait,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA001096/9823/,,
,,,Renal abnormality,Renal / urinary system phene,unknown,yes,,,https://www.omia.org/OMIA000574/9823/,,
,,,Renal cysts,Renal / urinary system phene,yes,yes,,,https://www.omia.org/OMIA001257/9823/,,
,,,"Renal hypoplasia, bilateral",Renal / urinary system phene,unknown,yes,,,https://www.omia.org/OMIA000858/9823/,,
,,,"Renal hypoplasia, unilateral",Renal / urinary system phene,unknown,yes,,,https://www.omia.org/OMIA000855/9823/,,
,,,Respiratory distress syndrome,Respiratory system phene,unknown,yes,,,https://www.omia.org/OMIA000101/9823/,,
,,,Skeletal deformity,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000917/9823/,,
,,,SME sperm head defect,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000885/9823/,,
,,,Subaortic stenosis,Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA000952/9823/,,
,,,Tachycardia,Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA000969/9823/,,
,,,"Tail, kinky",Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000973/9823/,,
,,,Taillessness,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000977/9823/,,
,,,"Teat / nipple, asymmetrical numbers",Endocrine / exocrine gland phene (incl mammary gland),unknown,yes,,,https://www.omia.org/OMIA001108/9823/,,
,,,Tetragametic chimerism (including Freemartin),Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000393/9823/,,
,,,"Thrombocytopenic purpura, autoimmune",Haematopoietic system phene,unknown,yes,,,https://www.omia.org/OMIA001104/9823/,,
,,,Thrombopathia,Haematopoietic system phene,unknown,yes,,,https://www.omia.org/OMIA001003/9823/,,
,,,"Toes, inner, too small",Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA001011/9823/,,
,,,"Tremor, X-linked",Nervous system phene,yes,yes,,,https://www.omia.org/OMIA000770/9823/,,
,,,"Twinning, conjoined",Embryo phene,unknown,yes,,,https://www.omia.org/OMIA001023/9823/,,
,,,"Ulcer, stomach",Digestive / alimentary phene,unknown,yes,,,https://www.omia.org/OMIA001027/9823/,,
,,,Uterus didelphys,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA001037/9823/,,
,,,Various disorders,,unknown,yes,,,https://www.omia.org/OMIA001039/9823/,,
,,,Ventricular septal defect,Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA001041/9823/,,
,,,Vertebral anomalies,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA001046/9823/,,
,,,Whorl,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA001070/9823/,,
,,,Wilms tumour,Neoplasm,unknown,yes,,,https://www.omia.org/OMIA001142/9823/,,
,,,Wilson disease,Liver/biliary system phene,unknown,yes,,,https://www.omia.org/OMIA001071/9823/,,
,,,Tremor,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA001016/9823/,,
,,,"Tremor type A IV, congenital",Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA001020/9823/,,
