CHR,POS1,POS2,PHENE,PHENE_CATEGORY,SINGLE_GENE_TRAIT_OR_DISORDER,DISEASE_RELATED,GENE_SYMBOL,GENE_DESCRIPTION,PHENE_URL,GENE_DETAILS_URL,BREEDS
18,2205685,2151171,"Ichthyosis, FA2H-related",Integument (skin) phene,yes,yes,FA2H,fatty acid 2-hydroxylase,https://www.omia.org/OMIA002450/9913/,https://www.omia.org/gene388270362/,VBO_0000178
10,62182501,62094457,"Hydrallantois, SLC12A1-related",Embryo phene,yes,yes,SLC12A1,"solute carrier family 12 (sodium/potassium/chloride transporter), member 1",https://www.omia.org/OMIA002444/9913/,https://www.omia.org/gene388202108/,VBO_0004987
4,113636353,113651449,"Osteopetrosis, SLC4A2-related",Skeleton phene (incl. short stature & teeth),yes,yes,SLC4A2,"solute carrier family 4 (anion exchanger), member 2",https://www.omia.org/OMIA002443/9913/,https://www.omia.org/gene99218598/,VBO_0000350
29,42984084,42969393,"Thrombopathia, RASGRP2-related",Haematopoietic system phene,yes,yes,RASGRP2,RAS guanyl releasing protein 2,https://www.omia.org/OMIA002433/9913/,https://www.omia.org/gene38906499/,"VBO_0002354, VBO_0000380"
19,18890185,18616564,"Neurofibromatosis, generic",Neoplasm,unknown,yes,NF1,neurofibromin 1,https://www.omia.org/OMIA000716/9913/,https://www.omia.org/gene280877/,
,,,"Horn fly, resistance/susceptibility",Immune system phene,unknown,yes,,,https://www.omia.org/OMIA002429/9913/,,
,,,"Teat / nipple, number",Endocrine / exocrine gland phene (incl mammary gland),no,yes,,,https://www.omia.org/OMIA000985/9913/,,
3,14942221,15038555,"Dwarfism, Fleckvieh",Skeleton phene (incl. short stature & teeth),yes,yes,GON4L,gon-4-like (C. elegans),https://www.omia.org/OMIA001985/9913/,https://www.omia.org/gene388272252/,VBO_0000380
,,,Horn colour,Craniofacial phene,unknown,no,,,https://www.omia.org/OMIA002424/9913/,,VBO_0003310
1,69127829,69177876,Deficiency of uridine monophosphate synthase,Mortality / aging (incl. embryonic lethal),yes,yes,UMPS,uridine monophosphate synthetase,https://www.omia.org/OMIA000262/9913/,https://www.omia.org/gene281568/,VBO_0000239
,,,Multiple ocular defects,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000733/9913/,,
18,10520310,10583726,"Multiple ocular defects, WFDC1-related",Vision / eye phene,yes,yes,WFDC1,WAP four-disulfide core domain 1,https://www.omia.org/OMIA002423/9913/,https://www.omia.org/gene38903410/,VBO_0004987
,,,"Respiratory disease, susceptibility/resistance to",Immune system phene,no,yes,,,https://www.omia.org/OMIA002411/9913/,,
8,85905286,86141522,Interdigital hyperplasia,Limbs / fins / digit / tail phene,no,yes,ROR2,receptor tyrosine kinase-like orphan receptor 2,https://www.omia.org/OMIA002223/9913/,https://www.omia.org/gene388388719/,VBO_0000237
14,23375679,23323709,"Stature, PLAG1-related",Growth / size / body region phene,no,no,PLAG1,PLAG1 zinc finger,https://www.omia.org/OMIA002405/9913/,https://www.omia.org/gene388275691/,
,,,"Haplotype with homozygous deficiency, AA14H3",Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA002395/9913/,,VBO_0000104
,,,"Haplotype with homozygous deficiency, CH19H2",Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA002396/9913/,,VBO_0000177
,,,"Haplotype with homozygous deficiency, SI16H5",Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA002397/9913/,,VBO_0000380
,,,Spinal muscular atrophy,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000939/9913/,,
25,1158734,1138163,Osteopetrosis with gingival hamartomas,Skeleton phene (incl. short stature & teeth),yes,yes,CLCN7,"chloride channel, voltage-sensitive 7",https://www.omia.org/OMIA001887/9913/,https://www.omia.org/gene388268993/,VBO_0000139
,,,Schwannomatosis,Neoplasm,unknown,yes,,,https://www.omia.org/OMIA001963/9913/,,VBO_0000237
,,,Exophthalmos with strabismus,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000353/9913/,,"VBO_0000166, VBO_0000237"
5,27330888,27339248,"Hypotrichosis, KRT71-related",Integument (skin) phene,yes,yes,KRT71,"keratin 71, type II",https://www.omia.org/OMIA002114/9913/,https://www.omia.org/gene388273649/,VBO_0000232
7,19909636,19930988,"Skeletal-cardio-enteric dysplasia, MAP2K2-related",Skeleton phene (incl. short stature & teeth),yes,yes,MAP2K2,mitogen-activated protein kinase kinase 2,https://www.omia.org/OMIA002381/9913/,https://www.omia.org/gene388267563/,VBO_0000360
,,,Body weight,Growth / size / body region phene,no,unknown,,,https://www.omia.org/OMIA002077/9913/,,
5,77463045,77219366,"Charcot Marie Tooth disease, FGD4-related",Nervous system phene,yes,yes,FGD4,"FYVE, RhoGEF and PH domain containing 4",https://www.omia.org/OMIA002374/9913/,https://www.omia.org/gene388265224/,"VBO_0000239, VBO_0000250"
,,,Twinning,Reproductive system phene,no,no,,,https://www.omia.org/OMIA001022/9913/,,
,,,"Coat colour, generic",Pigmentation phene,unknown,no,,,https://www.omia.org/OMIA000200/9913/,,
,,,Tremor,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA001016/9913/,,
2,90571270,90573476,"Coat colour, dilution, FZD7-related",Pigmentation phene,yes,no,FZD7,frizzled class receptor 7,https://www.omia.org/OMIA002318/9913/,https://www.omia.org/gene388271891/,VBO_0000306
,,,"Multidrug resistance 1, ABCB1-related",Homeostasis / metabolism phene,unknown,yes,,,https://www.omia.org/OMIA001402/9913/,,VBO_0000312
,,,"60,XX/90,XXY sex chromosome difference of sexual development",Reproductive system phene,no,yes,,,https://www.omia.org/OMIA002310/9913/,,VBO_0000239
12,76738408,76742927,"Frontonasal dysplasia, ZIC2-related",Skeleton phene (incl. short stature & teeth),yes,yes,ZIC2,Zic family member 2,https://www.omia.org/OMIA002307/9913/,https://www.omia.org/gene388269402/,VBO_0000274
,,,Spastic paresis,Nervous system phene,no,yes,,,https://www.omia.org/OMIA000928/9913/,,
,,,Perosomus elumbis,Embryo phene,unknown,yes,,,https://www.omia.org/OMIA000789/9913/,,
,,,"Anaemia, congenital dyserythropoietic",Haematopoietic system phene,unknown,yes,,,https://www.omia.org/OMIA002300/9913/,,VBO_0000312
,,,Leg defects,Limbs / fins / digit / tail phene,no,yes,,,https://www.omia.org/OMIA000584/9913/,,
,,,"Abomasum, displaced",Digestive / alimentary phene,no,yes,,,https://www.omia.org/OMIA001119/9913/,,
,,,Brachygnathia superior and degenerative joint disease,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000150/9913/,,VBO_0000104
,,,Facial eczema,Integument (skin) phene,no,yes,,,https://www.omia.org/OMIA001276/9913/,,
,,,Haemolytic anaemia,Haematopoietic system phene,unknown,yes,,,https://www.omia.org/OMIA000430/9913/,,VBO_0000312
,,,"Hernia, umbilical",Growth / size / body region phene,no,yes,,,https://www.omia.org/OMIA000465/9913/,,
,,,Leg weakness,Limbs / fins / digit / tail phene,no,yes,,,https://www.omia.org/OMIA000585/9913/,,
,,,Micrognathia,Craniofacial phene,unknown,yes,,,https://www.omia.org/OMIA000646/9913/,,
,,,Progressive spinal myelopathy,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000832/9913/,,VBO_0000312
,,,Skeletal deformity,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000917/9913/,,
,,,Corkscrew claw,Limbs / fins / digit / tail phene,no,yes,,,https://www.omia.org/OMIA002104/9913/,,
,,,"Osteogenesis imperfecta, generic",Skeleton phene (incl. short stature & teeth),no,yes,,,https://www.omia.org/OMIA000754/9913/,,
14,56329697,56556667,Tetradysmelia,Skeleton phene (incl. short stature & teeth),yes,yes,RSPO2,R-spondin 2,https://www.omia.org/OMIA002297/9913/,https://www.omia.org/gene388274756/,VBO_0000239
6,87706149,87425830,"Pulmonary hypoplasia with anasarca, ADAMTS3-related",Homeostasis / metabolism phene,yes,yes,ADAMTS3,ADAM metallopeptidase with thrombospondin type 1 motif 3,https://www.omia.org/OMIA001562/9913/,https://www.omia.org/gene388274138/,"VBO_0000142, VBO_0005270, VBO_0000190, VBO_0000193, VBO_0000232, VBO_0000286, VBO_0000375"
26,14401823,14411376,Mandibulofacial dysostosis,Skeleton phene (incl. short stature & teeth),yes,yes,CYP26C1,"cytochrome P450, family 26, subfamily C, polypeptide 1",https://www.omia.org/OMIA002288/9913/,https://www.omia.org/gene388275592/,VBO_0000232
24,33058694,33105394,"Niemann-Pick disease, type C1",Lysosomal storage disease,yes,yes,NPC1,"Niemann-Pick disease, type C1",https://www.omia.org/OMIA000725/9913/,https://www.omia.org/gene388163058/,VBO_0000104
,,,"Dwarfism, proportionate",Skeleton phene (incl. short stature & teeth),yes,yes,,,https://www.omia.org/OMIA000308/9913/,,"VBO_0000237, VBO_0000250"
,,,"Coat colour, grey/gray",Pigmentation phene,unknown,no,,,https://www.omia.org/OMIA001356/9913/,,
,,,"Blood group systems, generic",Haematopoietic system phene,unknown,no,,,https://www.omia.org/OMIA000116/9913/,,
,,,"Coat colour, spotted",Pigmentation phene,yes,no,,,https://www.omia.org/OMIA001320/9913/,,
15,15447275,15456213,Haplotype with homozygous deficiency JH1,Mortality / aging (incl. embryonic lethal),yes,yes,CWC15,CWC15 spliceosome-associated protein,https://www.omia.org/OMIA001697/9913/,https://www.omia.org/gene285920627/,VBO_0000250
9,101160650,101150481,Vertebral and spinal dysplasia,Skeleton phene (incl. short stature & teeth),yes,yes,TBXT,T-box transcription factor T,https://www.omia.org/OMIA001951/9913/,https://www.omia.org/gene388271925/,VBO_0000237
11,72414665,72393099,"Haplotype with homozygous deficiency NH7, CAD-related",Mortality / aging (incl. embryonic lethal),yes,yes,CAD,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",https://www.omia.org/OMIA002201/9913/,https://www.omia.org/gene388264777/,VBO_0000322
7,109737223,109763876,Syndrome des veaux tourneurs (Turning calves syndrome),Nervous system phene,yes,yes,SLC25A46,solute carrier family 25 member 46,https://www.omia.org/OMIA002150/9913/,https://www.omia.org/gene388273417/,VBO_0003581
,,,Diamond-Blackfan anaemia 7,Haematopoietic system phene,unknown,yes,,,https://www.omia.org/OMIA002218/9913/,,
7,44243779,44275221,"Lethality, CSNK1G2-related",Mortality / aging (incl. embryonic lethal),yes,yes,CSNK1G2,casein kinase 1 gamma 2,https://www.omia.org/OMIA002262/9913/,https://www.omia.org/gene388265599/,VBO_0000306
21,28336665,28096084,"Lethality, FAM189A1-related",Mortality / aging (incl. embryonic lethal),yes,yes,FAM189A1,family with sequence similarity 189 member A1,https://www.omia.org/OMIA002259/9913/,https://www.omia.org/gene389079146/,VBO_0000306
19,36599330,36565805,"Lethality, ITGA3-related",Mortality / aging (incl. embryonic lethal),yes,yes,ITGA3,integrin subunit alpha 3,https://www.omia.org/OMIA002261/9913/,https://www.omia.org/gene388266684/,VBO_0000237
6,91737334,91733191,"Lethality, SOWAHB-related",Mortality / aging (incl. embryonic lethal),yes,yes,SOWAHB,sosondowah ankyrin repeat domain family member B,https://www.omia.org/OMIA002258/9913/,https://www.omia.org/gene388268454/,VBO_0000177
27,15165395,15119686,"Haplotype with homozygous deficiency HH7, CENPU related",Mortality / aging (incl. embryonic lethal),yes,yes,CENPU,centromere protein U,https://www.omia.org/OMIA001830/9913/,https://www.omia.org/gene388309576/,VBO_0000237
19,27880011,27899172,Haplotype with homozygous deficiency MH1,Mortality / aging (incl. embryonic lethal),yes,yes,PFAS,phosphoribosylformylglycinamidine synthase,https://www.omia.org/OMIA001827/9913/,https://www.omia.org/gene388271086/,"VBO_0000306, VBO_0004645"
3,116959511,117005443,"Coat colour, dilution, MLPH-related",Pigmentation phene,yes,no,MLPH,melanophilin,https://www.omia.org/OMIA000031/9913/,https://www.omia.org/gene388273343/,VBO_0000139
3,118051375,118103634,"Coat colour, white belt",Pigmentation phene,yes,no,TWIST2,twist family bHLH transcription factor 2,https://www.omia.org/OMIA001469/9913/,https://www.omia.org/gene388276229/,"VBO_0000142, VBO_0000166, VBO_0000197, VBO_0000267, VBO_0004351"
,,,"Ichthyosis, generic",Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA001993/9913/,,
,,,Notomelia,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA002235/9913/,,
,,,Split spinal cord malformation type II,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA002234/9913/,,
7,6073213,6174094,"Cataract, recessive, CPAMD8-related",Vision / eye phene,yes,yes,CPAMD8,"C3 and PZP-like, alpha-2-macroglobulin domain containing 8",https://www.omia.org/OMIA002111/9913/,https://www.omia.org/gene389079818/,VBO_0000238
,,,"Hypotrichosis, generic",Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA000540/9913/,,
,,,"Dermatitis, digital",Limbs / fins / digit / tail phene,no,yes,,,https://www.omia.org/OMIA002224/9913/,,
29,28468599,28524593,Haplotype with homozygous deficiency MH2,Mortality / aging (incl. embryonic lethal),yes,yes,SLC37A2,"solute carrier family 37 (glucose-6-phosphate transporter), member 2",https://www.omia.org/OMIA001828/9913/,https://www.omia.org/gene388265874/,"VBO_0000306, VBO_0004645"
16,51461881,51422630,"Arthrogryposis multiplex congenita, AGRN-related",Skeleton phene (incl. short stature & teeth),yes,yes,AGRN,agrin,https://www.omia.org/OMIA002135/9913/,https://www.omia.org/gene388272187/,VBO_0000104
,,,Haplotype with homozygous deficiency NH2,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001852/9913/,,VBO_0000322
25,26883114,26876841,Asthenospermia,Reproductive system phene,yes,yes,CCDC189,coiled-coil domain containing 189,https://www.omia.org/OMIA002167/9913/,https://www.omia.org/gene388308333/,VBO_0016847
3,51122203,50994696,Haplotype with homozygous deficiency AH2,Mortality / aging (incl. embryonic lethal),yes,yes,RPAP2,RNA polymerase II associated protein 2,https://www.omia.org/OMIA002134/9913/,https://www.omia.org/gene388272903/,VBO_0000120
17,63696686,63650234,"Ptosis, intellectual disability, retarded growth and mortality (PIRM) syndrome (Haplotype AH1)",Behaviour / neurological phene,yes,yes,UBE3B,ubiquitin protein ligase E3B,https://www.omia.org/OMIA001934/9913/,https://www.omia.org/gene388268638/,VBO_0002298
19,40982564,40976930,"Curly coat, karakul-type",Integument (skin) phene,yes,no,KRT27,"keratin 27, type I",https://www.omia.org/OMIA000246/9913/,https://www.omia.org/gene388271232/,"VBO_0000090, VBO_0000120, VBO_0000306, VBO_0000380"
,,,Oligosaccharide content in milk,Endocrine / exocrine gland phene (incl mammary gland),no,no,,,https://www.omia.org/OMIA002170/9913/,,
,,,Peromelia,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000786/9913/,,
,,,Entropion,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000337/9913/,,
1,96452898,96485585,Fanconi syndrome,Renal / urinary system phene,yes,yes,SLC2A2,"solute carrier family 2 (facilitated glucose transporter), member 2",https://www.omia.org/OMIA000366/9913/,https://www.omia.org/gene388161925/,"VBO_0000166, VBO_0002354"
13,64700048,64747205,Caprine-like generalized hypoplasia syndrome,Skeleton phene (incl. short stature & teeth),yes,yes,CEP250,centrosomal protein 250kDa,https://www.omia.org/OMIA001502/9913/,https://www.omia.org/gene388266233/,VBO_0000306
,,,"Arthrogryposis multiplex congenita, generic",Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA001465/9913/,,
20,39789159,39827992,"Coat colour, albinism, oculocutaneous type IV",Pigmentation phene,yes,yes,SLC45A2,solute carrier family 45 member 2,https://www.omia.org/OMIA001821/9913/,https://www.omia.org/gene388275402/,VBO_0000166
11,44555172,44607352,"Anhidrotic ectodermal dysplasia, EDAR-related",Integument (skin) phene,yes,yes,EDAR,ectodysplasin A receptor,https://www.omia.org/OMIA002128/9913/,https://www.omia.org/gene388307634/,VBO_0000177
22,31843489,31614654,"Coat colour, dominant white with bilateral deafness",Pigmentation phene,yes,yes,MITF,microphthalmia-associated transcription factor,https://www.omia.org/OMIA001680/9913/,https://www.omia.org/gene407219/,VBO_0002354
,,,Cleft lip and palate,Craniofacial phene,unknown,yes,,,https://www.omia.org/OMIA001714/9913/,,"VBO_0000306, VBO_0004645"
,,,Polymelia,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA001226/9913/,,
,,,"Iridal hypopigmentation, bilateral",Pigmentation phene,yes,no,,,https://www.omia.org/OMIA002102/9913/,,VBO_0000239
26,41557736,41450677,Facial dysplasia syndrome,Skeleton phene (incl. short stature & teeth),yes,yes,FGFR2,fibroblast growth factor receptor 2,https://www.omia.org/OMIA002090/9913/,https://www.omia.org/gene388199581/,VBO_0000237
19,27054969,27059048,"Male subfertility, TMEM95-related",Reproductive system phene,yes,yes,TMEM95,transmembrane protein 95,https://www.omia.org/OMIA001902/9913/,https://www.omia.org/gene388307973/,VBO_0000380
3,95059039,95012093,"Dwarfism, proportionate, with inflammatory lesions",Skeleton phene (incl. short stature & teeth),yes,yes,RNF11,ring finger protein 11,https://www.omia.org/OMIA001686/9913/,https://www.omia.org/gene177497888/,VBO_0000139
19,36662426,36667620,Tricho-dento-osseous-like syndrome,Integument (skin) phene,yes,yes,DLX3,distal-less homeobox 3,https://www.omia.org/OMIA002109/9913/,https://www.omia.org/gene388387917/,VBO_0000166
29,7501579,7567665,Oculocutaneous hypopigmentation,Pigmentation phene,yes,no,RAB38,"RAB38, member RAS oncogene family",https://www.omia.org/OMIA002101/9913/,https://www.omia.org/gene388273887/,"VBO_0000104, VBO_0000380"
,,,"Ataxia, cerebellar, generic",Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA002091/9913/,,
22,51287420,51317719,"Epidermolysis bullosa, dystrophic",Integument (skin) phene,yes,yes,COL7A1,collagen type VII alpha 1,https://www.omia.org/OMIA000341/9913/,https://www.omia.org/gene272614675/,"VBO_0004642, VBO_0004645"
8,495871,571472,"Abortion (embryonic lethality), ANXA10-related",Mortality / aging (incl. embryonic lethal),yes,yes,ANXA10,annexin A10,https://www.omia.org/OMIA002083/9913/,https://www.omia.org/gene388265261/,VBO_0004987
,,,Epidermolysis bullosa,Integument (skin) phene,yes,yes,,,https://www.omia.org/OMIA000340/9913/,,
,,,"Epidermolysis bullosa, simplex",Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA002082/9913/,,
,,,Hyperphosphatemia,Homeostasis / metabolism phene,no,yes,,,https://www.omia.org/OMIA002052/9913/,,
,,,"Hypocalcaemia, resistance/susceptibility to",Homeostasis / metabolism phene,no,yes,,,https://www.omia.org/OMIA002048/9913/,,
,,,Hypokalaemia,Homeostasis / metabolism phene,no,no,,,https://www.omia.org/OMIA002051/9913/,,
,,,"Hypomagnesaemia, subclinical",Homeostasis / metabolism phene,no,yes,,,https://www.omia.org/OMIA002050/9913/,,
,,,Hypophosphataemia,Homeostasis / metabolism phene,no,yes,,,https://www.omia.org/OMIA001184/9913/,,
,,,"XX sex reversal, SRY-related",Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA002047/9913/,,
,,,"Hair, long",Integument (skin) phene,yes,no,,,https://www.omia.org/OMIA000439/9913/,,
14,757010,755134,"Abortion (embryonic lethality), EXOSC4-related",Mortality / aging (incl. embryonic lethal),yes,yes,EXOSC4,exosome component 4,https://www.omia.org/OMIA002042/9913/,https://www.omia.org/gene388309790/,VBO_0000139
11,104255720,104249112,"Abortion (embryonic lethality), MED22-related",Mortality / aging (incl. embryonic lethal),yes,yes,MED22,mediator complex subunit 22,https://www.omia.org/OMIA002043/9913/,https://www.omia.org/gene388307523/,VBO_0000139
10,21513735,21541924,"Abortion (embryonic lethality), MYH6-related",Mortality / aging (incl. embryonic lethal),yes,yes,MYH6,"myosin, heavy chain 6, cardiac muscle, alpha",https://www.omia.org/OMIA002039/9913/,https://www.omia.org/gene389079184/,VBO_0000139
26,24480023,24413860,"Abortion (embryonic lethality), OBFC1-related",Mortality / aging (incl. embryonic lethal),yes,yes,OBFC1,oligonucleotide/oligosaccharide-binding fold containing 1,https://www.omia.org/OMIA002035/9913/,https://www.omia.org/gene388269305/,VBO_0000250
3,69064680,69057845,"Abortion (embryonic lethality), RABGGTB-related",Mortality / aging (incl. embryonic lethal),yes,yes,RABGGTB,Rab geranylgeranyltransferase beta subunit,https://www.omia.org/OMIA002037/9913/,https://www.omia.org/gene388273867/,VBO_0000239
8,91276959,91302627,"Abortion (embryonic lethality), RNF20-related",Mortality / aging (incl. embryonic lethal),yes,yes,RNF20,ring finger protein 20,https://www.omia.org/OMIA002038/9913/,https://www.omia.org/gene388268902/,VBO_0000239
11,47386164,47351588,"Abortion (embryonic lethality), RPIA-related",Mortality / aging (incl. embryonic lethal),yes,yes,RPIA,ribose 5-phosphate isomerase A,https://www.omia.org/OMIA002041/9913/,https://www.omia.org/gene388307338/,VBO_0000139
11,103855044,103831078,"Abortion (embryonic lethality), SNAPC4-related",Mortality / aging (incl. embryonic lethal),yes,yes,SNAPC4,small nuclear RNA activating complex polypeptide 4,https://www.omia.org/OMIA002040/9913/,https://www.omia.org/gene388268345/,VBO_0000139
11,102480292,102450961,"Abortion (embryonic lethality), TTF1-related",Mortality / aging (incl. embryonic lethal),yes,yes,TTF1,"transcription termination factor, RNA polymerase I",https://www.omia.org/OMIA002036/9913/,https://www.omia.org/gene388271952/,VBO_0000239
10,61654504,61919167,Marfan syndrome,Skeleton phene (incl. short stature & teeth),yes,yes,FBN1,fibrillin 1,https://www.omia.org/OMIA000628/9913/,https://www.omia.org/gene281154/,"VBO_0004987, VBO_0000274"
14,22335447,22344612,Retinitis pigmentosa 1,Vision / eye phene,yes,yes,RP1,retinitis pigmentosa 1 (autosomal dominant),https://www.omia.org/OMIA002029/9913/,https://www.omia.org/gene388160908/,VBO_0000322
19,27121908,27132655,"Arthrogryposis multiplex congenita, CHRNB1-related",Muscle phene,yes,yes,CHRNB1,"cholinergic receptor, nicotinic beta 1",https://www.omia.org/OMIA002022/9913/,https://www.omia.org/gene388161797/,VBO_0000353
1,96452898,96485585,Growth retardation due to haplotype FH2,Renal / urinary system phene,yes,yes,SLC2A2,"solute carrier family 2 (facilitated glucose transporter), member 2",https://www.omia.org/OMIA001958/9913/,https://www.omia.org/gene388161925/,VBO_0000380
12,52105313,52113148,"Neuronal ceroid lipofuscinosis, 5",Lysosomal storage disease,yes,yes,CLN5,"ceroid-lipofuscinosis, neuronal 5",https://www.omia.org/OMIA001482/9913/,https://www.omia.org/gene38911179/,VBO_0000192
-,-,-,"Epidermolysis bullosa, junctionalis, LAMA3-related",Integument (skin) phene,yes,yes,LAMA3,"laminin, alpha 3",https://www.omia.org/OMIA001677/9913/,https://www.omia.org/gene388997201/,VBO_0000139
,,,"Histiocytosis, malignant",Neoplasm,unknown,yes,,,https://www.omia.org/OMIA000620/9913/,,
19,55872521,55840150,"Epidermolysis bullosa, junctionalis, ITGB4-related",Integument (skin) phene,yes,yes,ITGB4,integrin subunit beta 4,https://www.omia.org/OMIA001948/9913/,https://www.omia.org/gene388266004/,VBO_0000177
12,11142794,11102037,Haplotype with homozygous deficiency FH4,Mortality / aging (incl. embryonic lethal),yes,yes,SUGT1,"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone",https://www.omia.org/OMIA001960/9913/,https://www.omia.org/gene388269913/,VBO_0000380
,,,Haplotype with homozygous deficiency FH1,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001957/9913/,,VBO_0000380
,,,Haplotype with homozygous deficiency FH3,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001959/9913/,,VBO_0000380
16,64214064,64291348,"Epidermolysis bullosa, junctionalis, LAMC2-related",Integument (skin) phene,yes,yes,LAMC2,laminin subunit gamma 2,https://www.omia.org/OMIA001678/9913/,https://www.omia.org/gene388267855/,VBO_0000232
10,79474711,79466239,"Arthrogryposis, lethal syndrome",Skeleton phene (incl. short stature & teeth),yes,yes,PIGH,phosphatidylinositol glycan anchor biosynthesis class H,https://www.omia.org/OMIA001953/9913/,https://www.omia.org/gene388269818/,VBO_0000139
21,20723039,20787646,Brachyspina,Skeleton phene (incl. short stature & teeth),yes,yes,FANCI,Fanconi anemia complementation group I,https://www.omia.org/OMIA000151/9913/,https://www.omia.org/gene170253970/,VBO_0000237
1,1985253,2012391,Haplotype with homozygous deficiency HH4,Mortality / aging (incl. embryonic lethal),yes,yes,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",https://www.omia.org/OMIA001826/9913/,https://www.omia.org/gene388161089/,VBO_0000237
,,,Haplotype with homozygous deficiency JH2,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001942/9913/,,VBO_0000250
28,8784202,8687270,"Cataract, recessive, NID1-related",Vision / eye phene,yes,yes,NID1,nidogen 1,https://www.omia.org/OMIA001936/9913/,https://www.omia.org/gene388274229/,VBO_0000360
21,69348995,69356043,Zinc deficiency-like syndrome,Integument (skin) phene,yes,yes,PLD4,phospholipase D family member 4,https://www.omia.org/OMIA001935/9913/,https://www.omia.org/gene388390398/,VBO_0000380
22,31843489,31614654,Depigmentation associated with microphthalmia,Pigmentation phene,yes,yes,MITF,microphthalmia-associated transcription factor,https://www.omia.org/OMIA001931/9913/,https://www.omia.org/gene407219/,VBO_0000237
,,,"Rhabdomyosarcoma, embryonal/congenital",Neoplasm,unknown,yes,,,https://www.omia.org/OMIA001921/9913/,,VBO_0000237
,,,Haplotype with homozygous deficiency 05-1351 and 05-1476,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001907/9913/,,VBO_0000237
,,,Haplotype with homozygous deficiency 05-826,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001906/9913/,,VBO_0000237
,,,Haplotype with homozygous deficiency 07-501,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001909/9913/,,VBO_0000237
,,,"Haplotype with homozygous deficiency 11-926, 11-976, 11-1001 and 11,1026",Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001910/9913/,,VBO_0000237
,,,Haplotype with homozygous deficiency 19-151,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001911/9913/,,VBO_0000237
,,,"Amyloidosis, AA",Homeostasis / metabolism phene,unknown,yes,,,https://www.omia.org/OMIA000038/9913/,,
,,,Myotonia,Muscle phene,unknown,yes,,,https://www.omia.org/OMIA000698/9913/,,
,,,Cardiomyopathy,Cardiovascular system phene,yes,yes,,,https://www.omia.org/OMIA000160/9913/,,
,,,Distichiasis,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA001841/9913/,,
,,,"Dwarfism, growth-hormone-receptor deficiency",Skeleton phene (incl. short stature & teeth),yes,yes,,,https://www.omia.org/OMIA001294/9913/,,VBO_0000159
,,,Leptin concentration,Homeostasis / metabolism phene,unknown,no,,,https://www.omia.org/OMIA001404/9913/,,
,,,Haplotype with homozygous deficiency HH10,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001834/9913/,,VBO_0000237
,,,Haplotype with homozygous deficiency HH11,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001833/9913/,,VBO_0000237
,,,Haplotype with homozygous deficiency HH12,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001835/9913/,,VBO_0000237
,,,Haplotype with homozygous deficiency HH14,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001837/9913/,,VBO_0000237
